dt,x,z,vx,vz
1665160242.49, 48.0669441223, -9.15065860748, 2.88662587167e-08, -5.49536238736e-09,
0.008984, 48.1667366028, -9.0966091156, 11.1078004837, 6.01619434357,
0.010008, 48.3180961609, -9.00006198883, 15.1238565445, 9.64699554443,
0.008197, 48.2024040222, -8.97078418732, -14.1139602661, 3.57177019119,
0.009085, 48.2258872986, -8.97909355164, 2.58484077454, -0.914624631405,
0.008908, 48.3268203735, -8.92409706116, 11.3306102753, 6.17383146286,
0.008957, 48.4402503967, -8.8612575531, 12.6638402939, 7.01568651199,
0.009106, 48.3910980225, -8.79634952545, -5.39780092239, 7.1280503273,
0.008971, 48.3903083801, -8.79647636414, -0.088021658361, -0.014138745144,
0.009096, 48.4310798645, -8.76990032196, 4.48235321045, 2.92172837257,
0.009089, 48.3951530457, -8.73864078522, -3.95278024673, 3.43927145004,
0.008945, 48.3734016418, -8.75794410706, -2.43168282509, -2.15800118446,
0.009024, 48.3594398499, -8.76870155334, -1.54718446732, -1.19209289551,
0.009138, 48.2951622009, -8.70257663727, -7.03410434723, 7.23625659943,
0.009672, 48.2608718872, -8.7262134552, -3.54531788826, -2.44383978844,
0.008376, 48.2000465393, -8.66797828674, -7.26186084747, 6.95262241364,
0.009069, 48.1584892273, -8.69428253174, -4.58234739304, -2.90045690536,
0.009027, 48.1265945435, -8.71058177948, -3.53325414658, -1.80561077595,
0.008968, 48.0986480713, -8.72893428802, -3.11624336243, -2.04644370079,
0.009026, 48.0804100037, -8.73811912537, -2.02061462402, -1.01759767532,
0.009064, 48.0694961548, -8.75515556335, -1.2040874958, -1.87957167625,
0.009031, 48.0443077087, -8.7183265686, -2.78910946846, 4.07806396484,
0.009113, 48.0234565735, -8.73857879639, -2.28806495667, -2.22234487534,
0.008949, 47.9607467651, -8.72473335266, -7.00746536255, 1.54714977741,
0.009144, 47.9226264954, -8.7451467514, -4.16888332367, -2.23243641853,
0.008963, 47.9057540894, -8.75685787201, -1.88245069981, -1.3066072464,
