dt,x,z,vx,vz
1665166938.45, 27.4966239929, -29.402261734, 1.6512833767e-08, -1.76572445554e-08,
0.008911, 27.5177402496, -29.4098587036, 2.36968445778, -0.852538406849,
0.009137, 27.5379371643, -29.4137973785, 2.21045351028, -0.431068718433,
0.008932, 27.5563774109, -29.4173374176, 2.06451487541, -0.39633217454,
0.00912, 27.5740470886, -29.4207172394, 1.93746471405, -0.370594501495,
0.008943, 27.5903263092, -29.4238185883, 1.82033109665, -0.346790671349,
0.009075, 27.6076374054, -29.4277038574, 1.90755879879, -0.428128838539,
0.009119, 27.6238937378, -29.431344986, 1.78268802166, -0.399290323257,
0.008972, 27.6390571594, -29.4346885681, 1.69008255005, -0.372668534517,
0.009123, 27.6536140442, -29.4378528595, 1.59562468529, -0.346847653389,
0.009047, 27.6672153473, -29.4407691956, 1.50340485573, -0.322353959084,
0.009083, 27.6801815033, -29.4435100555, 1.42751908302, -0.301757127047,
0.008994, 27.6923999786, -29.4460601807, 1.35851407051, -0.28353625536,
0.009048, 27.7041015625, -29.4484729767, 1.29327845573, -0.26666623354,
0.009048, 27.7152042389, -29.4507350922, 1.22708630562, -0.250012755394,
0.009137, 27.7258300781, -29.4528770447, 1.16294622421, -0.234426230192,
0.009064, 27.735874176, -29.4548797607, 1.10813081264, -0.220952779055,
0.008892, 27.7454109192, -29.4567604065, 1.0725082159, -0.211498633027,
0.010107, 27.7552051544, -29.4586715698, 0.969054579735, -0.189093023539,
0.008075, 27.7630290985, -29.4601860046, 0.968909502029, -0.187546119094,
0.008932, 27.7718791962, -29.4618797302, 0.990830481052, -0.18962444365,
0.008998, 27.7800045013, -29.4634227753, 0.9030123353, -0.171487554908,
0.009428, 27.787946701, -29.4649181366, 0.842405557632, -0.158608540893,
0.008625, 27.7950668335, -29.4662475586, 0.825522601604, -0.154135882854,
0.009182, 27.8024501801, -29.4676132202, 0.804110944271, -0.148732483387,
0.009064, 27.8092975616, -29.4688720703, 0.755448102951, -0.138884603977,
0.008962, 27.8158893585, -29.4700737, 0.735527455807, -0.134080529213,
0.009135, 27.8223381042, -29.4712409973, 0.705938220024, -0.127782955766,
0.009059, 27.8284721375, -29.4723434448, 0.67712032795, -0.121696382761,
0.00894, 27.8343715668, -29.4733963013, 0.659891426563, -0.117769174278,
0.009116, 27.8398075104, -29.4724369049, 0.596307992935, 0.105243131518,
0.008954, 27.8454380035, -29.4714107513, 0.628824353218, 0.114602811635,
0.009908, 27.8512172699, -29.4703636169, 0.583292901516, 0.10568574816,
0.008046, 27.851102829, -29.4722671509, -0.0142233297229, -0.236581385136,
0.009154, 27.8494758606, -29.4759731293, -0.177733048797, -0.404847949743,
0.009018, 27.8414402008, -29.4825725555, -0.891068935394, -0.731805980206,
0.008967, 27.8411693573, -29.4830245972, -0.0302044730633, -0.0504116900265,
0.009168, 27.8427734375, -29.4820976257, 0.174965113401, 0.101109452546,
0.008977, 27.8289604187, -29.4878501892, -1.5387121439, -0.640811383724,
0.009633, 27.8205604553, -29.4902439117, -0.871998667717, -0.24849191308,
0.008468, 27.8140220642, -29.4926147461, -0.772129297256, -0.279975712299,
0.008932, 27.8125171661, -29.496887207, -0.168483883142, -0.478331953287,
0.009193, 27.8109588623, -29.5011463165, -0.16950981319, -0.463299185038,
0.008896, 27.8095302582, -29.5051040649, -0.160589501262, -0.444890797138,
0.008963, 27.8058891296, -29.5082130432, -0.406239926815, -0.346868038177,
0.009063, 27.7943229675, -29.5138835907, -1.27619576454, -0.625681102276,
0.009046, 27.7828941345, -29.5206604004, -1.26341283321, -0.749149858952,
0.009119, 27.7682476044, -29.5274028778, -1.6061552763, -0.73938781023,
0.009051, 27.7508831024, -29.5332374573, -1.91851758957, -0.644633710384,
0.008938, 27.7344379425, -29.5382652283, -1.83991503716, -0.562516331673,
0.009039, 27.7192783356, -29.5408878326, -1.67713320255, -0.290143221617,
0.009077, 27.7076377869, -29.5430011749, -1.28242242336, -0.232823863626,
0.009084, 27.6943283081, -29.5439186096, -1.46515619755, -0.100994572043,
0.009129, 27.6816101074, -29.5448093414, -1.39316475391, -0.0975716784596,
0.008892, 27.6699924469, -29.545583725, -1.30652952194, -0.0870876684785,
0.009149, 27.6630382538, -29.5419425964, -0.760104179382, 0.39798104763,
0.008887, 27.6567668915, -29.5385894775, -0.705678164959, 0.377306044102,
0.009119, 27.6508464813, -29.5353393555, -0.649238944054, 0.356412112713,
0.009198, 27.6277103424, -29.533449173, -2.51534461975, 0.205499306321,
0.008861, 27.6068592072, -29.5316677094, -2.3531358242, 0.201045438647,
0.009002, 27.5880126953, -29.5299434662, -2.09359169006, 0.191540002823,
0.00903, 27.5714435577, -29.5283260345, -1.83489894867, 0.179117560387,
0.00902, 27.5567512512, -29.5267963409, -1.6288588047, 0.169589102268,
0.00905, 27.5466175079, -29.52501297, -1.11975061893, 0.197057560086,
0.009057, 27.5375671387, -29.5233383179, -0.999267876148, 0.184901401401,
0.009026, 27.5325908661, -29.5219860077, -0.551326453686, 0.149823859334,
0.009026, 27.5296649933, -29.5191993713, -0.324160516262, 0.308734357357,
0.009101, 27.5281867981, -29.5139980316, -0.162421181798, 0.57151299715,
0.009006, 27.5314826965, -29.5054950714, 0.365966945887, 0.944143891335,
0.009023, 27.5326328278, -29.4978561401, 0.127466619015, 0.846606612206,
0.009034, 27.5337677002, -29.4908618927, 0.125622361898, 0.774213790894,
0.009137, 27.5348930359, -29.4843482971, 0.12316249311, 0.712881207466,
0.009003, 27.535987854, -29.4783706665, 0.121605917811, 0.663959860802,
0.009021, 27.5370788574, -29.472743988, 0.120940409601, 0.623731136322,
0.009075, 27.5529670715, -29.4686450958, 1.7507673502, 0.451668560505,
0.009606, 27.5681800842, -29.4647197723, 1.58369898796, 0.408632457256,
0.008385, 27.5806560516, -29.4614887238, 1.4878911972, 0.385336756706,
0.009152, 27.5904903412, -29.4580631256, 1.07455086708, 0.374300509691,
0.008923, 27.6077671051, -29.4435386658, 1.93620586395, 1.62775528431,
0.009199, 27.6245975494, -29.429391861, 1.82959496975, 1.53786337376,
0.008929, 27.6271419525, -29.426240921, 0.284959465265, 0.352888315916,
0.008992, 27.6297683716, -29.4229431152, 0.292083978653, 0.366748869419,
0.009036, 27.6323451996, -29.419708252, 0.285173535347, 0.357997268438,
0.236476, 27.6372070312, -29.4136009216, 0.0205595139414, 0.0258264280856,
0.008916, 27.6373767853, -29.4134502411, 0.0190392583609, 0.0169000159949,
0.009038, 27.640712738, -29.4107761383, 0.369102954865, 0.29587328434,
0.009105, 27.6440105438, -29.4081287384, 0.362197250128, 0.290763318539,
0.00905, 27.6488609314, -29.4054374695, 0.535954415798, 0.297377765179,
0.008988, 27.6536540985, -29.4027767181, 0.533285140991, 0.296033740044,
0.009095, 27.6583805084, -29.4001522064, 0.519671261311, 0.288566440344,
0.00916, 27.662984848, -29.3975963593, 0.502657175064, 0.279022634029,
0.008933, 27.6674118042, -29.3951377869, 0.495573282242, 0.275223582983,
0.008879, 27.6717796326, -29.3927116394, 0.491927951574, 0.273245573044,
0.009151, 27.6761264801, -29.3902950287, 0.475013405085, 0.264081597328,
0.009018, 27.6802845001, -29.3879852295, 0.461080044508, 0.256132096052,
0.009086, 27.6872234344, -29.3858146667, 0.763695180416, 0.238890901208,
0.008987, 27.6925773621, -29.3833694458, 0.595741331577, 0.272084206343,
0.008931, 27.6977825165, -29.3809909821, 0.582818806171, 0.26631551981,
0.00907, 27.7028942108, -29.3786525726, 0.563582658768, 0.25781801343,
0.009041, 27.7137336731, -29.3759346008, 1.19892287254, 0.300627350807,
0.008985, 27.724199295, -29.3733024597, 1.16478824615, 0.292948365211,
0.009013, 27.734205246, -29.3707790375, 1.11016881466, 0.279975831509,
0.009066, 27.7434940338, -29.3662109375, 1.02457404137, 0.503871619701,
0.009042, 27.7583351135, -29.3609771729, 1.64134919643, 0.578828155994,
0.009017, 27.77252388, -29.355966568, 1.57355737686, 0.555684268475,
0.009042, 27.7852516174, -29.3506393433, 1.40762412548, 0.589164376259,
0.009012, 27.7872657776, -29.3477363586, 0.223497584462, 0.322124361992,
0.009078, 27.7878398895, -29.3444919586, 0.0632421225309, 0.357391506433,
0.009129, 27.7884082794, -29.3413848877, 0.0622620098293, 0.340351730585,
0.027104, 27.7928352356, -29.331615448, 0.163332208991, 0.360442727804,
0.008961, 27.8028011322, -29.3269748688, 1.11214113235, 0.517863988876,
0.009035, 27.8162899017, -29.3172836304, 1.49294626713, 1.07263290882,
0.009041, 27.8567085266, -29.3016242981, 4.47059202194, 1.73203539848,
0.00903, 27.8800506592, -29.2797794342, 2.58495378494, 2.41914319992,
